Institution,Data Source,Species,Total Length (cm),Fork Length (cm),Difference in Total & Fork Length (cm)
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,33,32,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,27,26,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,31,30,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,34,33,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,20,19,1
MLML,MLML CCFRP Sampling Trips,Vermilion Rockfish,32,31,1
MLML,MLML CCFRP Sampling Trips,Vermilion Rockfish,43,42,1
MLML,MLML CCFRP Sampling Trips,Black Rockfish,36,35,1
MLML,MLML CCFRP Sampling Trips,Black Rockfish,37,36,1
MLML,MLML CCFRP Sampling Trips,Black Rockfish,37,36,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Sampling Trips,Black Rockfish,37,36,1
MLML,MLML CCFRP Sampling Trips,Black Rockfish,36,35,1
MLML,MLML CCFRP Sampling Trips,Black Rockfish,37,36,1
MLML,MLML CCFRP Sampling Trips,Black Rockfish,34,33,1
MLML,MLML CCFRP Sampling Trips,Black Rockfish,31,30,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,27,26,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,32,31,1
MLML,MLML CCFRP Sampling Trips,Canary Rockfish,30,29,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,26,25,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,23,22,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,24,23,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,32,31,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,22,21,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,20,19,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,31,30,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,33,32,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,34,33,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,14,13,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,25,24,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,33,32,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,20,19,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,26,25,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,31,30,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,35,34,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,30,29,1
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,28,27,1
MLML,MLML CCFRP Sampling Trips,Black Rockfish,32,32,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,32,32,0
MLML,MLML CCFRP Sampling Trips,Vermilion Rockfish,42,42,0
MLML,MLML CCFRP Sampling Trips,Vermilion Rockfish,28,28,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,17,17,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,12,12,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,27,27,0
MLML,MLML CCFRP Sampling Trips,Vermilion Rockfish,35,35,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,34,34,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,19,19,0
MLML,MLML CCFRP Sampling Trips,Olive Rockfish,20,20,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,31,31,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,29,29,0
MLML,MLML CCFRP Sampling Trips,Vermilion Rockfish,45,45,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,24,24,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,24,24,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,32,32,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,26,26,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,28,28,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,28,28,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,35,35,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,34,34,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,31,31,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,40,40,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,35,35,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,34,34,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,35,35,0
MLML,MLML CCFRP Sampling Trips,Vermilion Rockfish,34,34,0
MLML,MLML CCFRP Sampling Trips,Vermilion Rockfish,23,23,0
MLML,MLML CCFRP Sampling Trips,Yellowtail Rockfish,28,28,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,24,24,0
MLML,MLML CCFRP Sampling Trips,Yellowtail Rockfish,23,23,0
MLML,MLML CCFRP Sampling Trips,Yellowtail Rockfish,29,29,0
MLML,MLML CCFRP Sampling Trips,Yellowtail Rockfish,31,31,0
MLML,MLML CCFRP Sampling Trips,Black Rockfish,35,35,0
MLML,MLML CCFRP Sampling Trips,Blue/Deacon Rockfish,23,23,0
MLML,MLML Brooks Canary Project,Canary Rockfish,47.7,42.3,5.4
MLML,MLML Brooks Canary Project,Canary Rockfish,45.4,40.2,5.2
MLML,MLML Brooks Canary Project,Canary Rockfish,53.1,49.3,3.8
MLML,MLML Brooks Canary Project,Canary Rockfish,45,41.3,3.7
MLML,MLML Brooks Canary Project,Canary Rockfish,55,51.3,3.7
MLML,MLML Brooks Canary Project,Canary Rockfish,38.9,35.3,3.6
MLML,MLML Brooks Canary Project,Canary Rockfish,51.1,47.5,3.6
MLML,MLML Brooks Canary Project,Canary Rockfish,43.2,39.7,3.5
MLML,MLML Brooks Canary Project,Canary Rockfish,57.5,54,3.5
MLML,MLML Brooks Canary Project,Canary Rockfish,55.2,51.8,3.4
MLML,MLML Brooks Canary Project,Canary Rockfish,43.6,40.2,3.4
MLML,MLML Brooks Canary Project,Canary Rockfish,46.1,42.8,3.3
MLML,MLML Brooks Canary Project,Canary Rockfish,50.6,47.3,3.3
MLML,MLML Brooks Canary Project,Canary Rockfish,53.3,50,3.3
MLML,MLML Brooks Canary Project,Canary Rockfish,49.6,46.4,3.2
MLML,MLML Brooks Canary Project,Canary Rockfish,42.6,39.4,3.2
MLML,MLML Brooks Canary Project,Canary Rockfish,55.1,51.9,3.2
MLML,MLML Brooks Canary Project,Canary Rockfish,35.3,32.1,3.2
MLML,MLML Brooks Canary Project,Canary Rockfish,46.9,43.7,3.2
MLML,MLML Brooks Canary Project,Canary Rockfish,37.7,34.6,3.1
MLML,MLML Brooks Canary Project,Canary Rockfish,39.2,36.1,3.1
MLML,MLML Brooks Canary Project,Canary Rockfish,51.5,48.4,3.1
MLML,MLML Brooks Canary Project,Canary Rockfish,44.1,41,3.1
MLML,MLML Brooks Canary Project,Canary Rockfish,53.7,50.6,3.1
MLML,MLML Brooks Canary Project,Canary Rockfish,53.4,50.3,3.1
MLML,MLML Brooks Canary Project,Canary Rockfish,43,39.9,3.1
MLML,MLML Brooks Canary Project,Canary Rockfish,55.8,52.7,3.1
MLML,MLML Brooks Canary Project,Canary Rockfish,52.8,49.7,3.1
MLML,MLML Brooks Canary Project,Canary Rockfish,33.5,30.5,3
MLML,MLML Brooks Canary Project,Canary Rockfish,52,49,3
MLML,MLML Brooks Canary Project,Canary Rockfish,41.5,38.5,3
MLML,MLML Brooks Canary Project,Canary Rockfish,49,46,3
MLML,MLML Brooks Canary Project,Canary Rockfish,53.5,50.5,3
MLML,MLML Brooks Canary Project,Canary Rockfish,50.5,47.5,3
MLML,MLML Brooks Canary Project,Canary Rockfish,50.5,47.5,3
MLML,MLML Brooks Canary Project,Canary Rockfish,53.2,50.3,2.9
MLML,MLML Brooks Canary Project,Canary Rockfish,37.8,34.9,2.9
MLML,MLML Brooks Canary Project,Canary Rockfish,37.2,34.4,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,48.2,45.4,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,47.6,44.8,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,51.2,48.4,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,36,33.2,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,46.4,43.6,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,47.9,45.1,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,54.9,52.1,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,51.5,48.7,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,55,52.2,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,47.5,44.7,2.8
MLML,MLML Brooks Canary Project,Canary Rockfish,42.1,39.4,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,47.7,45,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,43.7,41,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,45,42.3,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,37.2,34.5,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,48.5,45.8,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,50.2,47.5,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,48,45.3,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,41.7,39,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,41.9,39.2,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,45.3,42.6,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,52.3,49.6,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,47.8,45.1,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,42.9,40.2,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,46.3,43.6,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,51.3,48.6,2.7
MLML,MLML Brooks Canary Project,Canary Rockfish,37.4,34.8,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,36,33.4,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,35,32.4,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,40.1,37.5,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,39.7,37.1,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,46.9,44.3,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,49,46.4,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,39,36.4,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,49.1,46.5,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,49.9,47.3,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,45.6,43,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,54,51.4,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,47.1,44.5,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,52,49.4,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,40.2,37.6,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,48.3,45.7,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,45.8,43.2,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,50.3,47.7,2.6
MLML,MLML Brooks Canary Project,Canary Rockfish,39.5,37,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,45.7,43.2,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,45.5,43,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,41.4,38.9,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,42,39.5,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,41.3,38.8,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,40.3,37.8,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,39,36.5,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,50.1,47.6,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,44.1,41.6,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,48.8,46.3,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,46.5,44,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,46.1,43.6,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,49.1,46.6,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,44,41.5,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,39.8,37.3,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,39.5,37,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,42.5,40,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,40.7,38.2,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,50.5,48,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,42.6,40.1,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,46.1,43.6,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,50.3,47.8,2.5
MLML,MLML Brooks Canary Project,Canary Rockfish,36.6,34.2,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,43.9,41.5,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,33.3,30.9,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,41.5,39.1,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,37,34.6,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,37.4,35,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,36.5,34.1,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,49.8,47.4,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,44.4,42,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,43.9,41.5,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,45.5,43.1,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,38.9,36.5,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,44.6,42.2,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,47.9,45.5,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,37.9,35.5,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,47.4,45,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,41.5,39.1,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,36.4,34,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,51.1,48.7,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,44.5,42.1,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,45.6,43.2,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,42,39.6,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,43.6,41.2,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,45.3,42.9,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,48.1,45.7,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,46.9,44.5,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,43.3,40.9,2.4
MLML,MLML Brooks Canary Project,Canary Rockfish,43.6,41.3,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,38.2,35.9,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,42.7,40.4,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,43.6,41.3,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,40.7,38.4,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,34,31.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,33.5,31.2,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,38,35.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,36,33.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,50.9,48.6,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,38.5,36.2,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,39,36.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,37.4,35.1,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,39.4,37.1,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,40.3,38,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,43.4,41.1,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,39.5,37.2,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,43.8,41.5,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,39.8,37.5,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,41.3,39,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,34.3,32,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,34.5,32.2,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,38,35.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,38.3,36,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,39,36.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,40,37.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,48.8,46.5,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,42.5,40.2,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,43,40.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,43,40.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,48,45.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,45.5,43.2,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,48,45.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,41,38.7,2.3
MLML,MLML Brooks Canary Project,Canary Rockfish,35.1,32.9,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,41.7,39.5,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,38,35.8,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,38.5,36.3,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,40.5,38.3,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,38.6,36.4,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,40.6,38.4,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,46.2,44,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,40.6,38.4,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,39.5,37.3,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,41.6,39.4,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,37.7,35.5,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,42,39.8,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,47.6,45.4,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,40.7,38.5,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,40.7,38.5,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,38,35.8,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,37.6,35.4,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,52.6,50.4,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,44,41.8,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,43.1,40.9,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,41.5,39.3,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,44.6,42.4,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,43,40.8,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,43.5,41.3,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,47.1,44.9,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,44.2,42,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,36.5,34.3,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,33.5,31.3,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,33.9,31.7,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,32.4,30.2,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,43.4,41.2,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,39.8,37.6,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,36.9,34.7,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,42.3,40.1,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,45.3,43.1,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,46.8,44.6,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,48.9,46.7,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,47.8,45.6,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,45.3,43.1,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,42.4,40.2,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,42.4,40.2,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,41.9,39.7,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,38.8,36.6,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,45.4,43.2,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,42.3,40.1,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,44.3,42.1,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,41.8,39.6,2.2
MLML,MLML Brooks Canary Project,Canary Rockfish,39.5,37.4,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,39.2,37.1,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,39.4,37.3,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,40.2,38.1,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,40.1,38,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,36.9,34.8,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,39.2,37.1,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,39,36.9,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,32.7,30.6,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,41,38.9,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,46,43.9,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,39.7,37.6,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,37,34.9,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,45.5,43.4,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,43,40.9,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,36.2,34.1,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,36.5,34.4,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,35.1,33,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,38.1,36,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,39.5,37.4,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,41.1,39,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,40.1,38,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,32.6,30.5,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,38.9,36.8,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,40.4,38.3,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,43.5,41.4,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,43.6,41.5,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,48.1,46,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,43.2,41.1,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,43.9,41.8,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,45.9,43.8,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,47.1,45,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,46.5,44.4,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,36.6,34.5,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,32.3,30.2,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,32.4,30.3,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,33.4,31.3,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,33.8,31.7,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,31.7,29.6,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,38.3,36.2,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,40.3,38.2,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,34.3,32.2,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,42.3,40.2,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,40.8,38.7,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,34.8,32.7,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,42.8,40.7,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,46.8,44.7,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,41.8,39.7,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,42.8,40.7,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,43.8,41.7,2.1
MLML,MLML Brooks Canary Project,Canary Rockfish,40.2,38.2,2
MLML,MLML Brooks Canary Project,Canary Rockfish,30.2,28.2,2
MLML,MLML Brooks Canary Project,Canary Rockfish,35.1,33.1,2
MLML,MLML Brooks Canary Project,Canary Rockfish,36.3,34.3,2
MLML,MLML Brooks Canary Project,Canary Rockfish,36,34,2
MLML,MLML Brooks Canary Project,Canary Rockfish,41,39,2
MLML,MLML Brooks Canary Project,Canary Rockfish,41.4,39.4,2
MLML,MLML Brooks Canary Project,Canary Rockfish,44.4,42.4,2
MLML,MLML Brooks Canary Project,Canary Rockfish,42.7,40.7,2
MLML,MLML Brooks Canary Project,Canary Rockfish,32.5,30.5,2
MLML,MLML Brooks Canary Project,Canary Rockfish,39.5,37.5,2
MLML,MLML Brooks Canary Project,Canary Rockfish,34,32,2
MLML,MLML Brooks Canary Project,Canary Rockfish,32.1,30.1,2
MLML,MLML Brooks Canary Project,Canary Rockfish,31.1,29.1,2
MLML,MLML Brooks Canary Project,Canary Rockfish,41.6,39.6,2
MLML,MLML Brooks Canary Project,Canary Rockfish,43.8,41.8,2
MLML,MLML Brooks Canary Project,Canary Rockfish,40.6,38.6,2
MLML,MLML Brooks Canary Project,Canary Rockfish,43.9,41.9,2
MLML,MLML Brooks Canary Project,Canary Rockfish,34.5,32.5,2
MLML,MLML Brooks Canary Project,Canary Rockfish,45.3,43.3,2
MLML,MLML Brooks Canary Project,Canary Rockfish,38.1,36.1,2
MLML,MLML Brooks Canary Project,Canary Rockfish,35.8,33.8,2
MLML,MLML Brooks Canary Project,Canary Rockfish,38.5,36.5,2
MLML,MLML Brooks Canary Project,Canary Rockfish,45.4,43.4,2
MLML,MLML Brooks Canary Project,Canary Rockfish,48.1,46.1,2
MLML,MLML Brooks Canary Project,Canary Rockfish,45.5,43.5,2
MLML,MLML Brooks Canary Project,Canary Rockfish,42.7,40.7,2
MLML,MLML Brooks Canary Project,Canary Rockfish,42.8,40.8,2
MLML,MLML Brooks Canary Project,Canary Rockfish,41.2,39.2,2
MLML,MLML Brooks Canary Project,Canary Rockfish,42.2,40.2,2
MLML,MLML Brooks Canary Project,Canary Rockfish,44,42,2
MLML,MLML Brooks Canary Project,Canary Rockfish,44.3,42.3,2
MLML,MLML Brooks Canary Project,Canary Rockfish,41.7,39.7,2
MLML,MLML Brooks Canary Project,Canary Rockfish,44.3,42.3,2
