Institution,Data Source,Species,Total Length (cm),Fork Length (cm),Difference in Total & Fork Length (cm)
MLML,Brooks Canary Project,Canary Rockfish,20,18,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,MLML NMFS Dissections,Blue/Deacon Rockfish,25,23,2
MLML,MLML CCFRP Trip,Vermilion Rockfish,59,57,2
MLML,MLML CCFRP Trip,Olive/Yellowtail Rockfish,34,32,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,28,2
MLML,MLML CCFRP Trip,Vermilion Rockfish,50,48,2
MLML,MLML CCFRP Trip,Canary Rockfish,29,27,2
MLML,MLML CCFRP Trip,Canary Rockfish,41,39,2
MLML,MLML CCFRP Trip,Canary Rockfish,35,33,2
MLML,MLML CCFRP Trip,Canary Rockfish,37,35,2
MLML,MLML CCFRP Trip,Canary Rockfish,36,34,2
MLML,MLML CCFRP Trip,Vermilion Rockfish,50,48,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,28,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,31,29,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,28,26,2
MLML,MLML CCFRP Trip,Vermilion Rockfish,45,43,2
MLML,MLML CCFRP Trip,Vermilion Rockfish,55,53,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,28,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,32,30,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,33,31,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,30,28,2
MLML,MLML CCFRP Trip,Vermilion Rockfish,46,44,2
MLML,MLML CCFRP Trip,Vermilion Rockfish,50,48,2
MLML,MLML CCFRP Trip,Vermilion Rockfish,52,50,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,32,30,2
MLML,MLML CCFRP Trip,Blue/Deacon Rockfish,26,24,2
MLML,MLML NMFS Dissections,Vermilion Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,56,54,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,55,53,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,25,23,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,59,57,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,29,27,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,55,53,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,28,26,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,56,54,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,55,53,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,55,53,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,57,55,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,55,53,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,59,57,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,55,53,2
MLML,Brooks Canary Project,Canary Rockfish,57,55,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,57,55,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,55,53,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,29,27,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,29,27,2
MLML,Brooks Canary Project,Canary Rockfish,27,25,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,28,26,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,28,26,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,29,27,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,28,26,2
MLML,Brooks Canary Project,Canary Rockfish,26,24,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,29,27,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,28,26,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,29,27,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,24,22,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,25,23,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,51,49,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,50,48,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,53,51,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,39,37,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,45,43,2
MLML,Brooks Canary Project,Canary Rockfish,52,50,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
MLML,Brooks Canary Project,Canary Rockfish,43,41,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,36,34,2
MLML,Brooks Canary Project,Canary Rockfish,44,42,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,49,47,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,48,46,2
MLML,Brooks Canary Project,Canary Rockfish,47,45,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,42,40,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,37,35,2
MLML,Brooks Canary Project,Canary Rockfish,40,38,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,34,32,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,32,30,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,41,39,2
MLML,Brooks Canary Project,Canary Rockfish,35,33,2
MLML,Brooks Canary Project,Canary Rockfish,30,28,2
MLML,Brooks Canary Project,Canary Rockfish,31,29,2
MLML,Brooks Canary Project,Canary Rockfish,38,36,2
MLML,Brooks Canary Project,Canary Rockfish,28,26,2
MLML,Brooks Canary Project,Canary Rockfish,33,31,2
MLML,Brooks Canary Project,Canary Rockfish,54,52,2
MLML,Brooks Canary Project,Canary Rockfish,46,44,2
